grade,subject,topicId,topic,exerciseId,type,difficulty,question,answer,lp21,richType
"5","Medien & Informatik","sicher-online-5","Sicher online","mi5-sicher-online-5-dd3","drag-drop","3","Sortiere App-Berechtigungen.","richtig sortiert","MI.1.4, MI.2.3","true"
"5","Medien & Informatik","sicher-online-5","Sicher online","mi5-sicher-online-5-ws1","word-search","3","Finde die MI-Wörter.","PASSWORT, DATEN, UPDATE, LINK","MI.1.4, MI.2.3","true"
"5","Medien & Informatik","sicher-online-5","Sicher online","mi5-sicher-online-5-sr1","self-review","3","Formuliere drei Regeln für ein sicheres Passwort.","eigene begründete Antwort","MI.1.4, MI.2.3","true"
"5","Medien & Informatik","sicher-online-5","Sicher online","mi5-sicher-online-5-sr2","self-review","3","Erkläre, wie du bei einer Nachricht mit Zeitdruck ruhig und sicher entscheidest.","eigene begründete Antwort","MI.1.4, MI.2.3","true"
"5","Medien & Informatik","daten-diagramme-5","Daten verstehen","mi5-daten-diagramme-5-mc1","multiple-choice","1","Was sind Daten?","Gesammelte Informationen, die man ordnen und auswerten kann","MI.2.1, MI.2.3","false"
"5","Medien & Informatik","daten-diagramme-5","Daten verstehen","mi5-daten-diagramme-5-mc2","multiple-choice","1","Warum ordnet man Daten?","Damit man Muster leichter erkennt","MI.2.1, MI.2.3","false"
"5","Medien & Informatik","daten-diagramme-5","Daten verstehen","mi5-daten-diagramme-5-mc3","multiple-choice","2","Welche Darstellung passt zu Häufigkeiten?","Ein Säulendiagramm","MI.2.1, MI.2.3","false"
"5","Medien & Informatik","daten-diagramme-5","Daten verstehen","mi5-daten-diagramme-5-mc4","multiple-choice","2","Was bedeutet auswerten?","Daten anschauen und Schlüsse ziehen","MI.2.1, MI.2.3","false"
"5","Medien & Informatik","daten-diagramme-5","Daten verstehen","mi5-daten-diagramme-5-mc5","multiple-choice","2","Warum achtet man auf Datenschutz?","Weil Daten etwas über Menschen verraten können","MI.2.1, MI.2.3","false"
"5","Medien & Informatik","daten-diagramme-5","Daten verstehen","mi5-daten-diagramme-5-mc6","multiple-choice","3","Was ist ein Datenfehler?","Ein Wert passt nicht zur Beobachtung","MI.2.1, MI.2.3","false"
"5","Medien & Informatik","daten-diagramme-5","Daten verstehen","mi5-daten-diagramme-5-mc7","multiple-choice","1","Welche Daten darf eine Klasse meist ohne Namen sammeln?","Wie viele Kinder mit dem Velo kommen","MI.2.1, MI.2.3","false"
"5","Medien & Informatik","daten-diagramme-5","Daten verstehen","mi5-daten-diagramme-5-mc8","multiple-choice","3","Warum braucht eine Umfrage klare Antwortmöglichkeiten?","Damit die Antworten vergleichbar sind","MI.2.1, MI.2.3","false"
"5","Medien & Informatik","daten-diagramme-5","Daten verstehen","mi5-daten-diagramme-5-mc9","multiple-choice","3","Was prüfst du, wenn ein Diagramm sehr überraschend aussieht?","Skala, Titel und Datenquelle","MI.2.1, MI.2.3","false"
"5","Medien & Informatik","daten-diagramme-5","Daten verstehen","mi5-daten-diagramme-5-fb1","fill-in-blank","2","Daten kann man sammeln, ordnen und ___.","auswerten","MI.2.1, MI.2.3","false"
"5","Medien & Informatik","daten-diagramme-5","Daten verstehen","mi5-daten-diagramme-5-fb2","fill-in-blank","1","Ein Diagramm macht Daten ___.","sichtbar","MI.2.1, MI.2.3","false"
"5","Medien & Informatik","daten-diagramme-5","Daten verstehen","mi5-daten-diagramme-5-fb3","fill-in-blank","2","Persönliche Daten brauchen besonderen ___.","Schutz","MI.2.1, MI.2.3","false"
"5","Medien & Informatik","daten-diagramme-5","Daten verstehen","mi5-daten-diagramme-5-fb4","fill-in-blank","3","Ein Fehler in einer Tabelle kann ein Ergebnis ___.","verändern","MI.2.1, MI.2.3","false"
"5","Medien & Informatik","daten-diagramme-5","Daten verstehen","mi5-daten-diagramme-5-fb5","fill-in-blank","2","Gleiche Kategorien helfen beim ___.","Vergleichen","MI.2.1, MI.2.3","false"
"5","Medien & Informatik","daten-diagramme-5","Daten verstehen","mi5-daten-diagramme-5-fb6","fill-in-blank","1","Eine Umfrage ohne Namen schützt die ___.","Privatsphäre","MI.2.1, MI.2.3","false"
"5","Medien & Informatik","daten-diagramme-5","Daten verstehen","mi5-daten-diagramme-5-fb7","fill-in-blank","3","Bei einem Diagramm prüfe ich Titel, Skala und ___.","Quelle","MI.2.1, MI.2.3","false"
"5","Medien & Informatik","daten-diagramme-5","Daten verstehen","mi5-daten-diagramme-5-ma1","matching","1","Ordne Datenwörter.","richtig zugeordnet","MI.2.1, MI.2.3","true"
"5","Medien & Informatik","daten-diagramme-5","Daten verstehen","mi5-daten-diagramme-5-me1","memory","1","Ordne Datenwörter.","alle Paare gefunden","MI.2.1, MI.2.3","true"
"5","Medien & Informatik","daten-diagramme-5","Daten verstehen","mi5-daten-diagramme-5-ma2","matching","2","Ordne Beispiel und Datentyp.","richtig zugeordnet","MI.2.1, MI.2.3","true"
"5","Medien & Informatik","daten-diagramme-5","Daten verstehen","mi5-daten-diagramme-5-me2","memory","2","Ordne Beispiel und Datentyp.","alle Paare gefunden","MI.2.1, MI.2.3","true"
"5","Medien & Informatik","daten-diagramme-5","Daten verstehen","mi5-daten-diagramme-5-ma3","matching","1","Ordne Datensituation und gute Entscheidung.","richtig zugeordnet","MI.2.1, MI.2.3","true"
"5","Medien & Informatik","daten-diagramme-5","Daten verstehen","mi5-daten-diagramme-5-dd1","drag-drop","2","Sortiere persönliche und unpersönliche Daten.","richtig sortiert","MI.2.1, MI.2.3","true"
"5","Medien & Informatik","daten-diagramme-5","Daten verstehen","mi5-daten-diagramme-5-dd2","drag-drop","2","Sortiere gute und schlechte Tabellen-Arbeit.","richtig sortiert","MI.2.1, MI.2.3","true"
"5","Medien & Informatik","daten-diagramme-5","Daten verstehen","mi5-daten-diagramme-5-dd3","drag-drop","3","Sortiere gute und heikle Umfragefragen.","richtig sortiert","MI.2.1, MI.2.3","true"
"5","Medien & Informatik","daten-diagramme-5","Daten verstehen","mi5-daten-diagramme-5-ws1","word-search","3","Finde die MI-Wörter.","DATEN, TABELLE, MUSTER, SCHUTZ","MI.2.1, MI.2.3","true"
"5","Medien & Informatik","daten-diagramme-5","Daten verstehen","mi5-daten-diagramme-5-sr1","self-review","3","Du machst eine Klassenumfrage. Welche Daten darfst du ohne Namen sammeln?","eigene begründete Antwort","MI.2.1, MI.2.3","true"
"5","Medien & Informatik","daten-diagramme-5","Daten verstehen","mi5-daten-diagramme-5-sr2","self-review","3","Erkläre, wie du ein überraschendes Diagramm prüfst, bevor du ihm glaubst.","eigene begründete Antwort","MI.2.1, MI.2.3","true"
"6","Medien & Informatik","feeds-algorithmen-6","Feeds & Algorithmen","mi6-feeds-algorithmen-6-mc1","multiple-choice","2","Warum sehen zwei Kinder nicht immer dieselben Suchergebnisse?","Systeme können Ergebnisse unterschiedlich sortieren","MI.1.2, MI.2.2, MI.2.3","false"
"6","Medien & Informatik","feeds-algorithmen-6","Feeds & Algorithmen","mi6-feeds-algorithmen-6-mc2","multiple-choice","1","Was ist ein Feed?","Eine laufende Auswahl von Beiträgen","MI.1.2, MI.2.2, MI.2.3","false"
"6","Medien & Informatik","feeds-algorithmen-6","Feeds & Algorithmen","mi6-feeds-algorithmen-6-mc3","multiple-choice","2","Was kann ein Empfehlungsalgorithmus tun?","Beiträge nach Signalen auswählen","MI.1.2, MI.2.2, MI.2.3","false"
"6","Medien & Informatik","feeds-algorithmen-6","Feeds & Algorithmen","mi6-feeds-algorithmen-6-mc4","multiple-choice","3","Was ist eine Filterblase?","Man sieht vor allem Ähnliches wie bisher","MI.1.2, MI.2.2, MI.2.3","false"
"6","Medien & Informatik","feeds-algorithmen-6","Feeds & Algorithmen","mi6-feeds-algorithmen-6-mc5","multiple-choice","2","Was hilft gegen einseitige Informationen?","Verschiedene Quellen bewusst vergleichen","MI.1.2, MI.2.2, MI.2.3","false"
"6","Medien & Informatik","feeds-algorithmen-6","Feeds & Algorithmen","mi6-feeds-algorithmen-6-mc6","multiple-choice","2","Warum ist die Überschrift allein zu wenig?","Sie zeigt oft nicht den ganzen Zusammenhang","MI.1.2, MI.2.2, MI.2.3","false"
"6","Medien & Informatik","feeds-algorithmen-6","Feeds & Algorithmen","mi6-feeds-algorithmen-6-mc7","multiple-choice","1","Was ist ein Like für ein Empfehlungssystem?","Ein Signal, dass ein Inhalt interessieren könnte","MI.1.2, MI.2.2, MI.2.3","false"
"6","Medien & Informatik","feeds-algorithmen-6","Feeds & Algorithmen","mi6-feeds-algorithmen-6-mc8","multiple-choice","1","Warum werden ähnliche Videos oft nacheinander gezeigt?","Das System nutzt frühere Nutzung als Hinweis","MI.1.2, MI.2.2, MI.2.3","false"
"6","Medien & Informatik","feeds-algorithmen-6","Feeds & Algorithmen","mi6-feeds-algorithmen-6-mc9","multiple-choice","1","Was ist eine gute erste Prüfung bei einem starken Beitrag?","Quelle und Datum anschauen","MI.1.2, MI.2.2, MI.2.3","false"
"6","Medien & Informatik","feeds-algorithmen-6","Feeds & Algorithmen","mi6-feeds-algorithmen-6-mc10","multiple-choice","3","Warum kann ein Feed deine Sicht enger machen?","Er zeigt oft mehr von dem, was du schon anschaust","MI.1.2, MI.2.2, MI.2.3","false"
"6","Medien & Informatik","feeds-algorithmen-6","Feeds & Algorithmen","mi6-feeds-algorithmen-6-mc11","multiple-choice","3","Was ist ein sinnvoller Umgang mit empfohlenen Beiträgen?","Bewusst auch andere Quellen suchen","MI.1.2, MI.2.2, MI.2.3","false"
"6","Medien & Informatik","feeds-algorithmen-6","Feeds & Algorithmen","mi6-feeds-algorithmen-6-fb1","fill-in-blank","1","Ein Feed zeigt eine Auswahl von ___.","Beiträgen","MI.1.2, MI.2.2, MI.2.3","false"
"6","Medien & Informatik","feeds-algorithmen-6","Feeds & Algorithmen","mi6-feeds-algorithmen-6-fb2","fill-in-blank","2","Ein Algorithmus kann Beiträge ___.","sortieren","MI.1.2, MI.2.2, MI.2.3","false"
"6","Medien & Informatik","feeds-algorithmen-6","Feeds & Algorithmen","mi6-feeds-algorithmen-6-fb3","fill-in-blank","3","Bei einer Filterblase sieht man oft ähnliche ___.","Inhalte","MI.1.2, MI.2.2, MI.2.3","false"
"6","Medien & Informatik","feeds-algorithmen-6","Feeds & Algorithmen","mi6-feeds-algorithmen-6-fb4","fill-in-blank","2","Gegen Einseitigkeit helfen verschiedene ___.","Quellen","MI.1.2, MI.2.2, MI.2.3","false"
"6","Medien & Informatik","feeds-algorithmen-6","Feeds & Algorithmen","mi6-feeds-algorithmen-6-fb5","fill-in-blank","2","Eine starke Behauptung braucht gute ___.","Belege","MI.1.2, MI.2.2, MI.2.3","false"
"6","Medien & Informatik","feeds-algorithmen-6","Feeds & Algorithmen","mi6-feeds-algorithmen-6-ma1","matching","2","Ordne Medienbegriffe.","richtig zugeordnet","MI.1.2, MI.2.2, MI.2.3","true"
"6","Medien & Informatik","feeds-algorithmen-6","Feeds & Algorithmen","mi6-feeds-algorithmen-6-me1","memory","2","Ordne Medienbegriffe.","alle Paare gefunden","MI.1.2, MI.2.2, MI.2.3","true"
"6","Medien & Informatik","feeds-algorithmen-6","Feeds & Algorithmen","mi6-feeds-algorithmen-6-ma2","matching","2","Ordne Handlung und Wirkung.","richtig zugeordnet","MI.1.2, MI.2.2, MI.2.3","true"
"6","Medien & Informatik","feeds-algorithmen-6","Feeds & Algorithmen","mi6-feeds-algorithmen-6-me2","memory","2","Ordne Handlung und Wirkung.","alle Paare gefunden","MI.1.2, MI.2.2, MI.2.3","true"
"6","Medien & Informatik","feeds-algorithmen-6","Feeds & Algorithmen","mi6-feeds-algorithmen-6-ma3","matching","3","Ordne Feed-Begriff und Bedeutung.","richtig zugeordnet","MI.1.2, MI.2.2, MI.2.3","true"
"6","Medien & Informatik","feeds-algorithmen-6","Feeds & Algorithmen","mi6-feeds-algorithmen-6-dd1","drag-drop","2","Sortiere sinnvolle und schwache Prüfungen.","richtig sortiert","MI.1.2, MI.2.2, MI.2.3","true"
"6","Medien & Informatik","feeds-algorithmen-6","Feeds & Algorithmen","mi6-feeds-algorithmen-6-dd2","drag-drop","3","Sortiere Feed-Signale und keine Feed-Signale.","richtig sortiert","MI.1.2, MI.2.2, MI.2.3","true"
"6","Medien & Informatik","feeds-algorithmen-6","Feeds & Algorithmen","mi6-feeds-algorithmen-6-dd3","drag-drop","3","Sortiere breite und enge Informationssuche.","richtig sortiert","MI.1.2, MI.2.2, MI.2.3","true"
"6","Medien & Informatik","feeds-algorithmen-6","Feeds & Algorithmen","mi6-feeds-algorithmen-6-ws1","word-search","3","Finde die MI-Wörter.","FEED, QUELLE, SIGNAL, FAKT","MI.1.2, MI.2.2, MI.2.3","true"
"6","Medien & Informatik","feeds-algorithmen-6","Feeds & Algorithmen","mi6-feeds-algorithmen-6-sr1","self-review","3","Beschreibe, wie du prüfst, ob ein Beitrag in deinem Feed verlässlich ist.","eigene begründete Antwort","MI.1.2, MI.2.2, MI.2.3","true"
"6","Medien & Informatik","feeds-algorithmen-6","Feeds & Algorithmen","mi6-feeds-algorithmen-6-sr2","self-review","3","Erkläre, wie ein Feed durch deine Nutzung beeinflusst werden kann.","eigene begründete Antwort","MI.1.2, MI.2.2, MI.2.3","true"
"6","Medien & Informatik","netzwerke-sicherheit-6","Netzwerke & Sicherheit","mi6-netzwerke-sicherheit-6-mc1","multiple-choice","1","Was ist ein Netzwerk?","Mehrere Geräte oder Menschen sind miteinander verbunden","MI.2.1, MI.2.3","false"
"6","Medien & Informatik","netzwerke-sicherheit-6","Netzwerke & Sicherheit","mi6-netzwerke-sicherheit-6-mc2","multiple-choice","1","Wofür braucht man ein Login?","Um Zugang zu einem Konto zu schützen","MI.2.1, MI.2.3","false"
"6","Medien & Informatik","netzwerke-sicherheit-6","Netzwerke & Sicherheit","mi6-netzwerke-sicherheit-6-mc3","multiple-choice","3","Was ist eine Verschlüsselung einfach gesagt?","Informationen werden für Fremde unlesbar gemacht","MI.2.1, MI.2.3","false"
"6","Medien & Informatik","netzwerke-sicherheit-6","Netzwerke & Sicherheit","mi6-netzwerke-sicherheit-6-mc4","multiple-choice","2","Warum sollte man Geräte sperren?","Damit andere nicht einfach Daten öffnen","MI.2.1, MI.2.3","false"
"6","Medien & Informatik","netzwerke-sicherheit-6","Netzwerke & Sicherheit","mi6-netzwerke-sicherheit-6-mc5","multiple-choice","1","Was ist ein Backup?","Eine Sicherungskopie wichtiger Daten","MI.2.1, MI.2.3","false"
"6","Medien & Informatik","netzwerke-sicherheit-6","Netzwerke & Sicherheit","mi6-netzwerke-sicherheit-6-mc6","multiple-choice","2","Was prüfst du vor einer Datei von Unbekannt?","Ob Absender und Zweck vertrauenswürdig sind","MI.2.1, MI.2.3","false"
"6","Medien & Informatik","netzwerke-sicherheit-6","Netzwerke & Sicherheit","mi6-netzwerke-sicherheit-6-mc7","multiple-choice","1","Welcher Schutz passt, wenn du kurz vom Tablet weggehst?","Bildschirm sperren","MI.2.1, MI.2.3","false"
"6","Medien & Informatik","netzwerke-sicherheit-6","Netzwerke & Sicherheit","mi6-netzwerke-sicherheit-6-mc8","multiple-choice","1","Was ist ein gutes Backup-Beispiel?","Eine wichtige Datei zusätzlich sichern","MI.2.1, MI.2.3","false"
"6","Medien & Informatik","netzwerke-sicherheit-6","Netzwerke & Sicherheit","mi6-netzwerke-sicherheit-6-mc9","multiple-choice","3","Warum ist ein fremdes WLAN manchmal heikel?","Man weiss nicht sicher, wer mitliest oder es betreibt","MI.2.1, MI.2.3","false"
"6","Medien & Informatik","netzwerke-sicherheit-6","Netzwerke & Sicherheit","mi6-netzwerke-sicherheit-6-fb1","fill-in-blank","1","Ein Netzwerk verbindet mehrere ___.","Geräte","MI.2.1, MI.2.3","false"
"6","Medien & Informatik","netzwerke-sicherheit-6","Netzwerke & Sicherheit","mi6-netzwerke-sicherheit-6-fb2","fill-in-blank","1","Ein Login schützt den ___ zu einem Konto.","Zugang","MI.2.1, MI.2.3","false"
"6","Medien & Informatik","netzwerke-sicherheit-6","Netzwerke & Sicherheit","mi6-netzwerke-sicherheit-6-fb3","fill-in-blank","1","Eine Sicherungskopie nennt man ___.","Backup","MI.2.1, MI.2.3","false"
"6","Medien & Informatik","netzwerke-sicherheit-6","Netzwerke & Sicherheit","mi6-netzwerke-sicherheit-6-fb4","fill-in-blank","3","Verschlüsselung macht Daten für Fremde ___.","unlesbar","MI.2.1, MI.2.3","false"
"6","Medien & Informatik","netzwerke-sicherheit-6","Netzwerke & Sicherheit","mi6-netzwerke-sicherheit-6-fb5","fill-in-blank","2","Geräte sperren schützt private ___.","Daten","MI.2.1, MI.2.3","false"
"6","Medien & Informatik","netzwerke-sicherheit-6","Netzwerke & Sicherheit","mi6-netzwerke-sicherheit-6-fb6","fill-in-blank","1","Vor fremden Dateien prüfe ich Absender und ___.","Zweck","MI.2.1, MI.2.3","false"
"6","Medien & Informatik","netzwerke-sicherheit-6","Netzwerke & Sicherheit","mi6-netzwerke-sicherheit-6-fb7","fill-in-blank","3","Ein fremdes WLAN nutze ich nur besonders ___.","vorsichtig","MI.2.1, MI.2.3","false"
"6","Medien & Informatik","netzwerke-sicherheit-6","Netzwerke & Sicherheit","mi6-netzwerke-sicherheit-6-ma1","matching","2","Ordne Sicherheitsbegriffe.","richtig zugeordnet","MI.2.1, MI.2.3","true"
"6","Medien & Informatik","netzwerke-sicherheit-6","Netzwerke & Sicherheit","mi6-netzwerke-sicherheit-6-me1","memory","2","Ordne Sicherheitsbegriffe.","alle Paare gefunden","MI.2.1, MI.2.3","true"
"6","Medien & Informatik","netzwerke-sicherheit-6","Netzwerke & Sicherheit","mi6-netzwerke-sicherheit-6-ma2","matching","2","Ordne Situation und Schutz.","richtig zugeordnet","MI.2.1, MI.2.3","true"
"6","Medien & Informatik","netzwerke-sicherheit-6","Netzwerke & Sicherheit","mi6-netzwerke-sicherheit-6-me2","memory","2","Ordne Situation und Schutz.","alle Paare gefunden","MI.2.1, MI.2.3","true"
"6","Medien & Informatik","netzwerke-sicherheit-6","Netzwerke & Sicherheit","mi6-netzwerke-sicherheit-6-ma3","matching","1","Ordne Alltagsschutz und Wirkung.","richtig zugeordnet","MI.2.1, MI.2.3","true"
"6","Medien & Informatik","netzwerke-sicherheit-6","Netzwerke & Sicherheit","mi6-netzwerke-sicherheit-6-dd1","drag-drop","2","Sortiere sichere und riskante Situationen.","richtig sortiert","MI.2.1, MI.2.3","true"
"6","Medien & Informatik","netzwerke-sicherheit-6","Netzwerke & Sicherheit","mi6-netzwerke-sicherheit-6-dd2","drag-drop","2","Sortiere Netzwerk-Beispiele und Einzelgeräte.","richtig sortiert","MI.2.1, MI.2.3","true"
"6","Medien & Informatik","netzwerke-sicherheit-6","Netzwerke & Sicherheit","mi6-netzwerke-sicherheit-6-dd3","drag-drop","3","Sortiere vertrauenswürdige und heikle Verbindungen.","richtig sortiert","MI.2.1, MI.2.3","true"
"6","Medien & Informatik","netzwerke-sicherheit-6","Netzwerke & Sicherheit","mi6-netzwerke-sicherheit-6-ws1","word-search","3","Finde die MI-Wörter.","LOGIN, BACKUP, DATEN, NETZ","MI.2.1, MI.2.3","true"
"6","Medien & Informatik","netzwerke-sicherheit-6","Netzwerke & Sicherheit","mi6-netzwerke-sicherheit-6-sr1","self-review","3","Plane drei Schritte, um ein Schul-Tablet besser zu schützen.","eigene begründete Antwort","MI.2.1, MI.2.3","true"
"6","Medien & Informatik","netzwerke-sicherheit-6","Netzwerke & Sicherheit","mi6-netzwerke-sicherheit-6-sr2","self-review","3","Erkläre, warum Sperre, Login und Backup zusammen besser schützen als nur eine Massnahme.","eigene begründete Antwort","MI.2.1, MI.2.3","true"
